ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalues,rank,leading_edge,core_enrichment,gs_description,results_path
GNF2_CD14,GNF2_CD14,22,-0.895273287646558,-2.268702510818,6.27046753232373e-10,8.18146716122239e-09,6.34904481969621e-09,227,tags=95%, list=10%, signal=87%,LILRB3/DUSP1/SLC7A7/PLBD1/TBXAS1/CD302/AP1S2/CFP/LILRB2/HCK/RNF130/FGL2/TNFAIP2/CD14/MS4A6A/TYMP/IFI30/CTSS/PSAP/FCN1/TYROBP,Neighborhood of CD14,C4/CGN
GNF2_FGR,GNF2_FGR,28,-0.855386936903514,-2.28046261216847,1.5369592613218e-09,1.9142128981917e-08,1.48548215687561e-08,307,tags=89%, list=13%, signal=78%,THEMIS2/RGS19/TCIRG1/RHOG/LILRB3/AOAH/CASP1/TNFRSF1B/ARPC1B/CFP/LILRB2/HCK/ITGB2/SH3BGRL3/PYCARD/FGL2/FGR/EFHD2/COTL1/IFI30/S100A4/AIF1/CTSS/FCER1G/TYROBP,Neighborhood of FGR,C4/CGN
MORF_JUND,MORF_JUND,57,0.635131098185204,2.39370877928088,3.84455169078165e-08,4.58003114467031e-07,3.55423085372033e-07,303,tags=56%, list=13%, signal=50%,RPS12/RPS25/RPS27/RPS27A/RPS15A/RPL30/EEF1B2/RPL5/RPS6/TPT1/RPL13/RPL34/EEF1G/RPL9/RPS3A/RPL10A/RPL21/RPL11/RPL19/RPL24/RPL18/RPL22/RPL17/RPL6/RPS7/EEF2/RPLP2/RPL36A/RPL31/RPL13A/NACA/EIF4A2,Neighborhood of JUND,C4/CGN
GNF2_FOS,GNF2_FOS,26,-0.840051276425966,-2.20860656062431,5.93502850041233e-08,6.77582420463741e-07,5.25822700475128e-07,270,tags=85%, list=12%, signal=76%,ADA2/IER2/CPPED1/DUSP1/DUSP6/PLBD1/CD302/CAPG/AP1S2/CFP/LILRB2/RNF130/FOS/CPVL/LGALS2/PYCARD/FGL2/MS4A6A/CYBB/VCAN/CTSS/FCN1,Neighborhood of FOS,C4/CGN
GNF2_NPM1,GNF2_NPM1,47,0.658973742929479,2.39585542018743,9.99863120560047e-08,1.07510685308784e-06,8.34312655873006e-07,491,tags=53%, list=21%, signal=43%,RPS25/RPS3/RPL5/RPSA/RPS6/NPM1/RPL14/RPL4/RPL37/RPL17/RPL6/RPS7/EIF3E/RPL7A/HNRNPA1/RPL26/ST13/SNRPD2/HMGN1/RPL7/EIF3L/BTF3/RBMX/RRP1B/FBL,Neighborhood of NPM1,C4/CGN
GNF2_MCL1,GNF2_MCL1,41,-0.768320914810542,-2.20384801505187,1.02017438614175e-07,1.07510685308784e-06,8.34312655873006e-07,409,tags=80%, list=18%, signal=67%,MFSD1/ACAP2/CMTM6/IFNGR1/MYD88/ARRB2/THEMIS2/SKAP2/PPT1/EVI2B/ADA2/RAB11FIP1/IER2/TCIRG1/PRKCD/JUNB/CASP1/CNPY3/PTPRE/PECAM1/CD302/AP1S2/NCF2/CFP/IGSF6/HCK/ITGB2/PYCARD/CYBB/S100A4/MNDA/AIF1/CTSS,Neighborhood of MCL1,C4/CGN
GNF2_ITGB2,GNF2_ITGB2,45,-0.742936994716573,-2.16728803849414,2.23045399628232e-07,2.26349775919021e-06,1.75653687036659e-06,489,tags=73%, list=21%, signal=59%,FBXL5/OSTF1/HCLS1/PLCB2/ADGRE5/ACAP2/CMTM6/DOK2/IRF1/MYD88/ARRB2/THEMIS2/ADA2/TCIRG1/MSN/RHOG/IQGAP1/AOAH/CASP1/TNFRSF1B/PECAM1/MYO1F/HCK/ITGB2/SH3BGRL3/PYCARD/FGR/EFHD2/S100A4/LST1/AIF1/FCER1G/TYROBP,Neighborhood of ITGB2,C4/CGN
MORF_NME2,MORF_NME2,130,0.479138759568308,2.03082283090292,2.67670877154286e-07,2.61935072643837e-06,2.03268861598368e-06,294,tags=38%, list=13%, signal=36%,RPS12/RPS25/RPS27/RPS4X/RPS3/RPS27A/RPL32/RPS15A/RPL30/RPS6/NPM1/RPL13/RPS5/RPL34/RPS14/EEF1G/RPS29/RPL9/RPS3A/RPL21/RPL11/RPL19/RPS23/RPL24/RPS8/RPL18/RPL17/HINT1/RPL18A/RPS16/EEF1D/RPLP0/RPL23A/RPL6/RPS10/RPS13/RPS7/EEF2/RPLP2/RPL36A/RPL38/PABPC1/RPS19/RPL31/RACK1/RPL13A/RPL12/SSR2/NACA/RPS9,Neighborhood of NME2,C4/CGN
GNF2_MYD88,GNF2_MYD88,51,-0.718969554446803,-2.13462848004751,4.8276869163287e-07,4.56133177611746e-06,3.53971962649146e-06,398,tags=65%, list=17%, signal=55%,RAB5IF/RNASET2/ACTR2/PSMB10/CMTM6/ARPC5/CAP1/MAN2B1/MYD88/THEMIS2/SKAP2/ADA2/TCIRG1/PRKCD/IQGAP1/CASP1/LILRB1/CNPY3/TNFRSF1B/PTPRE/RHOA/LSP1/ARPC1B/ARPC3/ITGB2/SH3BGRL3/PYCARD/LYN/CYBB/CYBA/LST1/FCER1G/TYROBP,Neighborhood of MYD88,C4/CGN
GCM_ACTG1,GCM_ACTG1,93,0.49852698318203,2.03255538217834,3.15392979063608e-06,2.88058920878096e-05,2.23541690424031e-05,291,tags=30%, list=13%, signal=27%,RPL3/RPS3/RPS27A/RPL32/EEF1B2/RPS6/NPM1/EEF1G/RPL9/RPL35A/RPS3A/RPL10A/RPL21/RPL11/RPL19/RPL4/RPS23/RPS8/RPL17/RPL29/RPL6/EEF2/RPS19/HNRNPA1/RACK1/SNRPD2/SSR2/NACA,Neighborhood of ACTG1,C4/CGN
GNF2_TNFSF10,GNF2_TNFSF10,18,-0.836597470628648,-2.02827498980858,1.79696064851343e-05,0.000158828134739574,0.000123255025806354,353,tags=94%, list=15%, signal=81%,SDCBP/ARRB2/TNFSF10/EVI2B/CLEC7A/MYO1F/FPR1/PILRA/CSF3R/NCF2/IGSF6/HCK/S100A4/MNDA/SPI1/LST1/AIF1,Neighborhood of TNFSF10,C4/CGN
GNF2_ATM,GNF2_ATM,22,0.726708360499772,2.19446864667303,1.98464953614011e-05,0.000169935616531997,0.000131874738914573,525,tags=82%, list=23%, signal=64%,PIK3IP1/LDLRAP1/ITK/TRAF3IP3/DENND2D/ACAP1/LAT/CLEC2D/RASGRP1/ATM/ARHGAP45/DEF6/SFI1/TMC6/OGT/SYNRG/BTN3A2/PPWD1,Neighborhood of ATM,C4/CGN
GNF2_CASP8,GNF2_CASP8,23,0.708411958065757,2.17478678165347,3.63452452613925e-05,0.00030177567277641,0.000234186269307856,519,tags=78%, list=23%, signal=61%,TRAF3IP3/FYB1/GIMAP4/SEMA4D/CYTIP/MBNL1/ATM/PTPRC/LCP2/ARHGAP45/CYTH1/GIMAP6/TMC6/PARP8/BTN3A2/RNF44/SNRK/STK38,Neighborhood of CASP8,C4/CGN
GNF2_SPI1,GNF2_SPI1,18,-0.823155161629473,-1.99568500465381,4.08182145907248e-05,0.000328946788172312,0.000255271806418774,377,tags=94%, list=16%, signal=80%,NADK/BACH1/ARRB2/TNFSF10/VASP/GCA/CLEC7A/MYO1F/FPR1/PILRA/CSF3R/NCF2/IGSF6/HCK/MNDA/SPI1/LST1,Neighborhood of SPI1,C4/CGN
GCM_CSNK2B,GCM_CSNK2B,77,0.480397622974592,1.93563569024645,8.69190536887054e-05,0.000680452020305865,0.000528049589326872,311,tags=34%, list=14%, signal=30%,RPL3/RPL32/RPSA/NPM1/RPL14/RPS5/EEF1G/RPL21/RPL11/RPL19/RPL4/RPS8/RPL18/RPL17/RPS16/RPL29/RPL6/EIF4B/RPS7/EEF2/HNRNPA1/RACK1/SF1/SNRPD2/NACA/FUS,Neighborhood of CSNK2B,C4/CGN
GNF2_LYN,GNF2_LYN,27,-0.736357184476309,-1.95252002863753,9.12235919167238e-05,0.000694312894032842,0.000538806010736205,418,tags=70%, list=18%, signal=58%,LAPTM5/RNASET2/SERP1/CMTM6/MYD88/SKAP2/SNX2/LAT2/CNPY3/LTA4H/HLA-DMB/PTPN6/SYK/ARPC3/HLA-DMA/LYN/CYBA/HLA-DRB1/HLA-DRA,Neighborhood of LYN,C4/CGN
MORF_CCNI,MORF_CCNI,70,0.484226471024655,1.91236849388583,0.000146745750437193,0.00108671177350786,0.000843318395115591,422,tags=43%, list=18%, signal=36%,RPS12/RPS27A/RPL30/RPL5/RPS6/NPM1/RPL14/EEF1G/RPL10A/RPL21/TMEM123/RPL24/RPL18/RPL22/HINT1/EIF4B/EEF2/RPLP2/EIF3E/HNRNPA1/RACK1/NACA/EIF4A2/ANP32B/EIF3H/RSL1D1/RPL7/BTF3/FAU/EIF3F,Neighborhood of CCNI,C4/CGN
MORF_UBE2I,MORF_UBE2I,175,0.355563469930375,1.59834323089045,0.000188914331055444,0.00136217175550505,0.00105708296047645,311,tags=23%, list=14%, signal=21%,RPS12/RPS25/RPS27A/RPL30/RPL5/RPS6/NPM1/RPL14/RPL13/RPS5/RPL34/EEF1G/RPL9/RPS3A/RPL10A/RPL21/RPL11/RPL19/RPL24/RPL18/RPL22/RPL17/HINT1/RPL18A/EEF1D/RPL6/RPS13/RPS7/NAP1L4/EEF2/RPLP2/PABPC1/RPS19/HNRNPA1/RPL31/RACK1/SSR2/NACA/EIF4A2/FUS,Neighborhood of UBE2I,C4/CGN
MORF_EIF3S6,MORF_EIF3S6,99,0.427280490300763,1.75741056898424,0.000223026924759096,0.00156690711241006,0.00121596326049494,429,tags=33%, list=19%, signal=28%,RPS12/RPS27A/RPL30/RPL5/RPS6/NPM1/RPL14/RPL10A/RPL21/RPL24/RPL18/RPL22/EEF1D/RPL6/EIF4B/EEF2/RPLP2/EIF3E/HNRNPA1/RACK1/SSR2/NACA/EIF4A2/COX7C/ANP32B/EIF3H/HMGN1/RSL1D1/RPL7/SKP1/BTF3/FAU/UQCRB,Neighborhood of EIF3S6,C4/CGN
GNF2_ITGAL,GNF2_ITGAL,40,0.566597631062989,2.00338079408986,0.000271765496826565,0.00186159365326197,0.00144464816734121,536,tags=68%, list=23%, signal=53%,CD7/TRAF3IP3/ZAP70/SUN2/CD96/ARL4C/PRKCH/SEMA4D/CD247/CYTIP/FYN/RASGRP1/MBNL1/PTPRC/LCP2/ARHGAP45/CYTH1/SIGIRR/GIMAP6/ARHGEF3/TMC6/SYNRG/PARP8/BTN3A2/SNRK/STK38/PTPN4,Neighborhood of ITGAL,C4/CGN
MORF_BCL2,MORF_BCL2,21,0.688666905790703,2.06546113900534,0.000402661690732794,0.00269095861611672,0.00208825831907637,306,tags=48%, list=13%, signal=42%,CD3E/CD6/MYC/AAK1/LY9/TNFRSF25/JAK3/BCL2/IPCEF1/STK17A,Neighborhood of BCL2,C4/CGN
GCM_APEX1,GCM_APEX1,85,0.423916897524456,1.72013416579581,0.000438150541076709,0.00285841067273853,0.00221820574680439,291,tags=26%, list=13%, signal=23%,EEF1B2/NPM1/RPL14/RPS5/EEF1G/RPL10A/RPL21/RPL19/RPS23/RPS8/RPL18/RPL17/RPL29/RPL6/EIF4B/RPS7/EEF2/RPS19/HNRNPA1/RACK1/SNRPD2/NACA,Neighborhood of APEX1,C4/CGN
GNF2_STAT6,GNF2_STAT6,70,-0.575610964144677,-1.7946906175291,0.000509678691602368,0.0032477200348616,0.0025203205802614,555,tags=57%, list=24%, signal=45%,PAK2/WAS/CD53/PRR13/TRIM38/INPP5D/PSMB8/OSTF1/HCLS1/LAPTM5/ACAP2/RNASET2/SERP1/ACTR2/PSMB10/CMTM6/ARPC5/LRRFIP1/CAP1/MBD2/MOB1A/MYD88/TGFB1/EVI2B/LCP1/EMP3/SEC11A/TCIRG1/MSN/IQGAP1/JUNB/LAT2/ARPC2/PTPN6/LSP1/ARPC1B/ARPC3/CLIC1/LYN/CYBA,Neighborhood of STAT6,C4/CGN
MORF_IL13,MORF_IL13,19,0.699987523061131,2.04729165364197,0.000635342310806515,0.00395644984456784,0.0030703145163377,306,tags=42%, list=13%, signal=37%,CD3E/CD6/LY9/TNFRSF25/IL16/BCL2/TNIK/STK17A,Neighborhood of IL13,C4/CGN
MORF_MT4,MORF_MT4,32,0.583417621575776,1.92674764909729,0.000659023084872064,0.00401271833899879,0.00311398042442472,306,tags=38%, list=13%, signal=33%,LEPROTL1/SUN2/AAK1/LY9/TNFRSF25/IKZF1/JAK3/BCL2/ST13/IPCEF1/CHD3/STK17A,Neighborhood of MT4,C4/CGN
MORF_NOS2A,MORF_NOS2A,16,0.716299472761769,1.98480051195524,0.000799238658889595,0.00476068244642933,0.00369442126077113,306,tags=50%, list=13%, signal=44%,CD3E/CAMK4/CD6/TNFRSF25/IL16/BCL2/TNIK/STK17A,Neighborhood of NOS2A,C4/CGN
MORF_TFDP2,MORF_TFDP2,14,0.730622706864605,1.94450998025231,0.00119407149749163,0.0069611827726108,0.00540207038058925,306,tags=43%, list=13%, signal=37%,CAMK4/CD6/LY9/IL16/BCL2/STK17A,Neighborhood of TFDP2,C4/CGN
